#proteinId	gotermId	goName	gotermType	goAcc
1553203	5830	metabolic process	biological_process	GO:0008152
1553203	9971	phosphotransferase activity, alcohol group as acceptor	molecular_function	GO:0016773
1553203	2741	galactokinase activity	molecular_function	GO:0004335
1553410	3727	protein binding	molecular_function	GO:0005515
1553878	9367	mRNA metabolic process	biological_process	GO:0016071
1553878	13392	ribonucleoprotein complex	cellular_component	GO:0030529
1554003	5765	N-acetyltransferase activity	molecular_function	GO:0008080
1554003	5830	metabolic process	biological_process	GO:0008152
1554058	5849	O-methyltransferase activity	molecular_function	GO:0008171
1554058	21563	sterigmatocystin 7-O-methyltransferase activity	molecular_function	GO:0047146
1554094	3827	intracellular	cellular_component	GO:0005622
1554094	17777	ribosome biogenesis and assembly	biological_process	GO:0042254
1554111	5849	O-methyltransferase activity	molecular_function	GO:0008171
1554111	21563	sterigmatocystin 7-O-methyltransferase activity	molecular_function	GO:0047146
1554244	3933	mitochondrial outer membrane	cellular_component	GO:0005741
1554244	4994	intracellular protein transport	biological_process	GO:0006886
1554244	8790	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	molecular_function	GO:0015450
1554250	3026	polypeptide N-acetylgalactosaminyltransferase activity	molecular_function	GO:0004653
1554409	2196	transcription factor activity	molecular_function	GO:0003700
1554409	3838	nucleus	cellular_component	GO:0005634
1554409	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1554409	5939	zinc ion binding	molecular_function	GO:0008270
1554522	3229	receptor activity	molecular_function	GO:0004872
1554522	9320	membrane	cellular_component	GO:0016020
1554707	2378	GTPase activity	molecular_function	GO:0003924
1554707	3737	GTP binding	molecular_function	GO:0005525
1554707	6200	dynamin GTPase activity	molecular_function	GO:0008549
1554728	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
1554728	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
1554728	5847	C-methyltransferase activity	molecular_function	GO:0008169
1554728	5848	N-methyltransferase activity	molecular_function	GO:0008170
1554728	5849	O-methyltransferase activity	molecular_function	GO:0008171
1554728	5850	S-methyltransferase activity	molecular_function	GO:0008172
1554728	5851	RNA methyltransferase activity	molecular_function	GO:0008173
1554728	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
1554728	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
1554728	5945	protein methyltransferase activity	molecular_function	GO:0008276
1554728	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
1554728	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
1554728	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
1554728	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
1554728	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
1554728	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
1554728	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
1554728	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
1554728	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
1554728	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
1554728	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
1554728	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
1554728	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
1554728	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
1554728	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
1554728	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
1554728	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
1554728	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
1554728	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
1554728	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
1554728	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
1554728	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
1554728	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
1554728	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
1554728	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
1554728	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
1554728	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
1554728	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
1554728	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
1554728	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
1554728	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
1554728	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
1554728	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
1554728	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
1554728	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
1554728	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
1554728	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
1554728	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
1554732	2234	protein disulfide isomerase activity	molecular_function	GO:0003756
1554801	3727	protein binding	molecular_function	GO:0005515
1554801	3736	ATP binding	molecular_function	GO:0005524
1554988	4283	electron transport	biological_process	GO:0006118
1554988	9710	oxidoreductase activity	molecular_function	GO:0016491
1554988	2566	cytochrome-b5 reductase activity	molecular_function	GO:0004128
1555014	6667	biosynthetic process	biological_process	GO:0009058
1555014	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
1555014	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
1555014	23624	tryptophan transaminase activity	molecular_function	GO:0050362
1555378	2443	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
1555378	4283	electron transport	biological_process	GO:0006118
1555378	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
1555378	5830	metabolic process	biological_process	GO:0008152
1555378	23919	FAD binding	molecular_function	GO:0050660
1555463	3727	protein binding	molecular_function	GO:0005515
1555463	22009	7-dehydrocholesterol reductase activity	molecular_function	GO:0047598
1555467	3827	intracellular	cellular_component	GO:0005622
1555467	4996	ER to Golgi vesicle-mediated transport	biological_process	GO:0006888
1555467	4927	transport	biological_process	GO:0006810
1555485	5053	response to stress	biological_process	GO:0006950
1555485	9321	integral to membrane	cellular_component	GO:0016021
1556175	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
1556175	19152	post-translational protein modification	biological_process	GO:0043687
1556175	24495	regulation of protein metabolic process	biological_process	GO:0051246
1556175	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1556175	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1556175	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1556175	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1556175	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1556325	45	mannosyltransferase activity	molecular_function	GO:0000030
1556325	4624	protein amino acid O-linked glycosylation	biological_process	GO:0006493
1556325	9320	membrane	cellular_component	GO:0016020
1556325	2607	dolichyl-phosphate-mannose-protein mannosyltransferase activity	molecular_function	GO:0004169
1556482	2990	phosphogluconate dehydrogenase (decarboxylating) activity	molecular_function	GO:0004616
1556482	4263	pentose-phosphate shunt	biological_process	GO:0006098
1556482	23920	NADP binding	molecular_function	GO:0050661
1556482	9710	oxidoreductase activity	molecular_function	GO:0016491
1556706	2227	structural constituent of ribosome	molecular_function	GO:0003735
1556706	3827	intracellular	cellular_component	GO:0005622
1556706	4025	ribosome	cellular_component	GO:0005840
1556706	4556	translation	biological_process	GO:0006412
1556706	9241	small ribosomal subunit	cellular_component	GO:0015935
1556719	4650	amino acid metabolic process	biological_process	GO:0006520
1556719	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
1556823	4598	protein modification process	biological_process	GO:0006464
1556823	2657	ubiquitin thiolesterase activity	molecular_function	GO:0004221
1556823	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
1556916	4772	phospholipid metabolic process	biological_process	GO:0006644
1556916	5848	N-methyltransferase activity	molecular_function	GO:0008170
1556916	2982	phosphatidylethanolamine N-methyltransferase activity	molecular_function	GO:0004608
1557003	5939	zinc ion binding	molecular_function	GO:0008270
1557089	281	magnesium ion binding	molecular_function	GO:0000287
1557089	2824	inorganic diphosphatase activity	molecular_function	GO:0004427
1557089	3930	cytoplasm	cellular_component	GO:0005737
1557089	4913	phosphate metabolic process	biological_process	GO:0006796
1557131	3727	protein binding	molecular_function	GO:0005515
1557314	3727	protein binding	molecular_function	GO:0005515
1557314	4595	protein complex assembly	biological_process	GO:0006461
1557314	4994	intracellular protein transport	biological_process	GO:0006886
1557314	6212	protein transporter activity	molecular_function	GO:0008565
1557314	9480	vesicle-mediated transport	biological_process	GO:0016192
1557314	13025	clathrin adaptor complex	cellular_component	GO:0030131
1557314	4927	transport	biological_process	GO:0006810
1558356	2779	glycogen (starch) synthase activity	molecular_function	GO:0004373
1558356	4146	glycogen biosynthetic process	biological_process	GO:0005978
1558390	9480	vesicle-mediated transport	biological_process	GO:0016192
1558399	9564	CoA hydrolase activity	molecular_function	GO:0016289
1558399	9566	acyl-CoA thioesterase activity	molecular_function	GO:0016291
1559329	2175	nucleic acid binding	molecular_function	GO:0003676
1559329	2792	helicase activity	molecular_function	GO:0004386
1559329	3736	ATP binding	molecular_function	GO:0005524
1559329	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1559405	648	sulfonate dioxygenase activity	molecular_function	GO:0000907
1559405	7860	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0010302
1559405	10908	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
1559405	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
1559405	19199	DNA-N1-methyladenine dioxygenase activity	molecular_function	GO:0043734
1559462	648	sulfonate dioxygenase activity	molecular_function	GO:0000907
1559462	7860	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0010302
1559462	10908	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
1559462	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
1559462	19199	DNA-N1-methyladenine dioxygenase activity	molecular_function	GO:0043734
1559497	5939	zinc ion binding	molecular_function	GO:0008270
1560151	110	histidine biosynthetic process	biological_process	GO:0000105
1560151	2290	catalytic activity	molecular_function	GO:0003824
1560151	5830	metabolic process	biological_process	GO:0008152
1560151	2402	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase activity	molecular_function	GO:0003949
1560211	9367	mRNA metabolic process	biological_process	GO:0016071
1560211	13392	ribonucleoprotein complex	cellular_component	GO:0030529
1560371	2870	methionine adenosyltransferase activity	molecular_function	GO:0004478
1560371	22631	methionine adenosyltransferase complex	cellular_component	GO:0048269
1560371	22632	methionine adenosyltransferase regulator activity	molecular_function	GO:0048270
1560380	9321	integral to membrane	cellular_component	GO:0016021
1560417	175	rRNA (adenine-N6,N6-)-dimethyltransferase activity	molecular_function	GO:0000179
1560417	2346	C-terminal protein carboxyl methyltransferase activity	molecular_function	GO:0003880
1560417	5847	C-methyltransferase activity	molecular_function	GO:0008169
1560417	5848	N-methyltransferase activity	molecular_function	GO:0008170
1560417	5849	O-methyltransferase activity	molecular_function	GO:0008171
1560417	5850	S-methyltransferase activity	molecular_function	GO:0008172
1560417	5851	RNA methyltransferase activity	molecular_function	GO:0008173
1560417	5852	mRNA methyltransferase activity	molecular_function	GO:0008174
1560417	5853	tRNA methyltransferase activity	molecular_function	GO:0008175
1560417	5945	protein methyltransferase activity	molecular_function	GO:0008276
1560417	5992	site-specific DNA-methyltransferase (cytosine-specific) activity	molecular_function	GO:0008326
1560417	6085	2-polyprenyl-6-methoxy-1,4-benzoquinone methyltransferase activity	molecular_function	GO:0008425
1560417	6281	rRNA methyltransferase activity	molecular_function	GO:0008649
1560417	6282	rRNA (uridine-2'-O-)-methyltransferase activity	molecular_function	GO:0008650
1560417	6619	DNA-methyltransferase activity	molecular_function	GO:0009008
1560417	6977	rRNA (cytosine-C5-967)-methyltransferase activity	molecular_function	GO:0009383
1560417	9489	selenocysteine methyltransferase activity	molecular_function	GO:0016205
1560417	9552	arginine N-methyltransferase activity	molecular_function	GO:0016273
1560417	9553	protein-arginine N-methyltransferase activity	molecular_function	GO:0016274
1560417	9556	lysine N-methyltransferase activity	molecular_function	GO:0016278
1560417	9557	protein-lysine N-methyltransferase activity	molecular_function	GO:0016279
1560417	9572	tRNA (uracil) methyltransferase activity	molecular_function	GO:0016300
1560417	9652	tRNA (guanine) methyltransferase activity	molecular_function	GO:0016423
1560417	9653	tRNA (guanosine) methyltransferase activity	molecular_function	GO:0016424
1560417	9654	tRNA (adenine)-methyltransferase activity	molecular_function	GO:0016426
1560417	9655	tRNA (cytosine)-methyltransferase activity	molecular_function	GO:0016427
1560417	9659	tRNA (uridine) methyltransferase activity	molecular_function	GO:0016431
1560417	9661	rRNA (adenine) methyltransferase activity	molecular_function	GO:0016433
1560417	9662	rRNA (cytosine) methyltransferase activity	molecular_function	GO:0016434
1560417	9663	rRNA (guanine) methyltransferase activity	molecular_function	GO:0016435
1560417	9664	rRNA (uridine) methyltransferase activity	molecular_function	GO:0016436
1560417	10743	protein-leucine O-methyltransferase activity	molecular_function	GO:0018423
1560417	11011	1-phenanthrol methyltransferase activity	molecular_function	GO:0018707
1560417	11960	protein-arginine N5-methyltransferase activity	molecular_function	GO:0019702
1560417	13642	methylarsonite methyltransferase activity	molecular_function	GO:0030792
1560417	19234	demethylmenaquinone methyltransferase activity	molecular_function	GO:0043770
1560417	19240	cobalt-precorrin-6B C5-methyltransferase activity	molecular_function	GO:0043776
1560417	19241	cobalt-precorrin-7 C15-methyltransferase activity	molecular_function	GO:0043777
1560417	19244	cobalt-precorrin-5B C1-methyltransferase activity	molecular_function	GO:0043780
1560417	19246	cobalt-precorrin-3 C17-methyltransferase activity	molecular_function	GO:0043782
1560417	19254	dimethyladenosine transferase activity	molecular_function	GO:0043790
1560417	19255	dimethylamine methyltransferase activity	molecular_function	GO:0043791
1560417	19267	hydroxyneurosporene-O-methyltransferase activity	molecular_function	GO:0043803
1560417	19291	tRNA (adenine-57, 58-N(1)-) methyltransferase activity	molecular_function	GO:0043827
1560417	19297	methylamine-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043833
1560417	19298	trimethylamine methyltransferase activity	molecular_function	GO:0043834
1560417	19315	methanol-specific methylcobalamin:coenzyme M methyltransferase activity	molecular_function	GO:0043851
1560417	19316	monomethylamine methyltransferase activity	molecular_function	GO:0043852
1560524	3043	protein kinase activity	molecular_function	GO:0004672
1560524	3736	ATP binding	molecular_function	GO:0005524
1560524	4602	protein amino acid phosphorylation	biological_process	GO:0006468
1560524	3045	protein serine/threonine kinase activity	molecular_function	GO:0004674
1560532	5939	zinc ion binding	molecular_function	GO:0008270
1560546	5830	metabolic process	biological_process	GO:0008152
1560546	9710	oxidoreductase activity	molecular_function	GO:0016491
1560830	2196	transcription factor activity	molecular_function	GO:0003700
1560830	3838	nucleus	cellular_component	GO:0005634
1560830	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
1560830	19030	sequence-specific DNA binding	molecular_function	GO:0043565
1560832	2732	ferrochelatase activity	molecular_function	GO:0004325
1560862	3737	GTP binding	molecular_function	GO:0005525
1560887	2443	acyl-CoA dehydrogenase activity	molecular_function	GO:0003995
1560887	4283	electron transport	biological_process	GO:0006118
1560887	9834	oxidoreductase activity, acting on the CH-CH group of donors	molecular_function	GO:0016627
1560887	5830	metabolic process	biological_process	GO:0008152
1560887	23919	FAD binding	molecular_function	GO:0050660
1561096	2290	catalytic activity	molecular_function	GO:0003824
1561116	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1561116	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1561116	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1561116	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1561116	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1561132	5830	metabolic process	biological_process	GO:0008152
1561132	9710	oxidoreductase activity	molecular_function	GO:0016491
1561132	2474	aldehyde dehydrogenase [NAD(P)+] activity	molecular_function	GO:0004030
1561135	9985	hydrolase activity	molecular_function	GO:0016787
1561135	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
1561135	6508	guanine deaminase activity	molecular_function	GO:0008892
1561631	19203	F420H2 dehydrogenase activity	molecular_function	GO:0043738
1561631	19290	sulfur oxygenase reductase activity	molecular_function	GO:0043826
1561631	19347	malolactic enzyme activity	molecular_function	GO:0043883
1561631	24588	regulation of oxidoreductase activity	biological_process	GO:0051341
1561835	3721	iron ion binding	molecular_function	GO:0005506
1561835	4283	electron transport	biological_process	GO:0006118
1561835	9321	integral to membrane	cellular_component	GO:0016021
1561835	9710	oxidoreductase activity	molecular_function	GO:0016491
1561835	23919	FAD binding	molecular_function	GO:0050660
1561835	287	ferric-chelate reductase activity	molecular_function	GO:0000293
1562118	5830	metabolic process	biological_process	GO:0008152
1562118	2442	aconitate hydratase activity	molecular_function	GO:0003994
1562118	4264	tricarboxylic acid cycle	biological_process	GO:0006099
1562118	24786	4 iron, 4 sulfur cluster binding	molecular_function	GO:0051539
1562133	8400	protein transport	biological_process	GO:0015031
1562154	5053	response to stress	biological_process	GO:0006950
1562187	2441	acid phosphatase activity	molecular_function	GO:0003993
1562190	2832	inositol or phosphatidylinositol phosphatase activity	molecular_function	GO:0004437
1562190	2839	inositol-polyphosphate 5-phosphatase activity	molecular_function	GO:0004445
1562203	2175	nucleic acid binding	molecular_function	GO:0003676
1562203	3736	ATP binding	molecular_function	GO:0005524
1562203	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1562203	2792	helicase activity	molecular_function	GO:0004386
1562245	3708	binding	molecular_function	GO:0005488
1562257	2290	catalytic activity	molecular_function	GO:0003824
1562257	5830	metabolic process	biological_process	GO:0008152
1562257	2881	methylglutaconyl-CoA hydratase activity	molecular_function	GO:0004490
1562274	2905	nicotinate-nucleotide diphosphorylase (carboxylating) activity	molecular_function	GO:0004514
1562274	7026	NAD biosynthetic process	biological_process	GO:0009435
1562274	11629	pyridine nucleotide biosynthetic process	biological_process	GO:0019363
1563274	2933	hydrolase activity, hydrolyzing O-glycosyl compounds	molecular_function	GO:0004553
1563274	4143	carbohydrate metabolic process	biological_process	GO:0005975
1563923	3932	mitochondrial envelope	cellular_component	GO:0005740
1563923	4287	mitochondrial electron transport, ubiquinol to cytochrome c	biological_process	GO:0006122
1563923	5803	ubiquinol-cytochrome-c reductase activity	molecular_function	GO:0008121
1563925	2227	structural constituent of ribosome	molecular_function	GO:0003735
1563925	3827	intracellular	cellular_component	GO:0005622
1563925	4025	ribosome	cellular_component	GO:0005840
1563925	4556	translation	biological_process	GO:0006412
1563965	5830	metabolic process	biological_process	GO:0008152
1563965	9940	transferase activity	molecular_function	GO:0016740
1563965	6667	biosynthetic process	biological_process	GO:0009058
1563965	9967	transferase activity, transferring nitrogenous groups	molecular_function	GO:0016769
1563965	13063	pyridoxal phosphate binding	molecular_function	GO:0030170
1563965	2336	5-aminolevulinate synthase activity	molecular_function	GO:0003870
1563965	15848	tetrapyrrole biosynthetic process	biological_process	GO:0033014
1563983	6182	riboflavin kinase activity	molecular_function	GO:0008531
1563983	6836	riboflavin biosynthetic process	biological_process	GO:0009231
1563992	2176	DNA binding	molecular_function	GO:0003677
1564187	3721	iron ion binding	molecular_function	GO:0005506
1564187	9710	oxidoreductase activity	molecular_function	GO:0016491
1564187	20001	gibberellin 2-beta-dioxygenase activity	molecular_function	GO:0045543
1564615	9985	hydrolase activity	molecular_function	GO:0016787
1564615	3128	sphingomyelin phosphodiesterase activity	molecular_function	GO:0004767
1565243	2888	monooxygenase activity	molecular_function	GO:0004497
1565243	3721	iron ion binding	molecular_function	GO:0005506
1565243	4283	electron transport	biological_process	GO:0006118
1565243	12251	heme binding	molecular_function	GO:0020037
1565243	10891	fluorene oxygenase activity	molecular_function	GO:0018585
1565243	10892	mono-butyltin dioxygenase activity	molecular_function	GO:0018586
1565243	10893	limonene 8-monooxygenase activity	molecular_function	GO:0018587
1565243	10894	tri-n-butyltin dioxygenase activity	molecular_function	GO:0018588
1565243	10895	di-n-butyltin dioxygenase activity	molecular_function	GO:0018589
1565243	10896	methylsilanetriol hydroxylase activity	molecular_function	GO:0018590
1565243	10897	methyl tertiary butyl ether 3-monooxygenase activity	molecular_function	GO:0018591
1565243	10898	4-nitrocatechol 4-monooxygenase activity	molecular_function	GO:0018592
1565243	10899	4-chlorophenoxyacetate monooxygenase activity	molecular_function	GO:0018593
1565243	10900	tert-butyl alcohol 2-monooxygenase activity	molecular_function	GO:0018594
1565243	10901	alpha-pinene monooxygenase activity	molecular_function	GO:0018595
1565243	10902	dimethylsilanediol hydroxylase activity	molecular_function	GO:0018596
1565243	10903	ammonia monooxygenase activity	molecular_function	GO:0018597
1565243	10904	hydroxymethylsilanetriol oxidase activity	molecular_function	GO:0018598
1565243	10905	2-hydroxyisobutyrate 3-monooxygenase activity	molecular_function	GO:0018599
1565243	10906	alpha-pinene dehydrogenase activity	molecular_function	GO:0018600
1565243	19287	spheroidene monooxygenase activity	molecular_function	GO:0043823
1566031	9564	CoA hydrolase activity	molecular_function	GO:0016289
1566031	9566	acyl-CoA thioesterase activity	molecular_function	GO:0016291
1566036	9480	vesicle-mediated transport	biological_process	GO:0016192
1566059	2176	DNA binding	molecular_function	GO:0003677
1566059	2356	DNA-directed RNA polymerase activity	molecular_function	GO:0003899
1566059	4499	transcription	biological_process	GO:0006350
1566059	2357	DNA-directed RNA polymerase I activity	molecular_function	GO:0003900
1566059	2358	DNA-directed RNA polymerase II activity	molecular_function	GO:0003901
1566059	2359	DNA-directed RNA polymerase III activity	molecular_function	GO:0003902
1566059	16888	RNA polymerase activity	molecular_function	GO:0034062
1566075	12037	small conjugating protein ligase activity	molecular_function	GO:0019787
1566075	19152	post-translational protein modification	biological_process	GO:0043687
1566075	24495	regulation of protein metabolic process	biological_process	GO:0051246
1566075	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1566075	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1566075	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1566075	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1566075	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1566955	2635	cysteine-type endopeptidase activity	molecular_function	GO:0004197
1566955	4639	proteolysis	biological_process	GO:0006508
1566955	6083	bleomycin hydrolase activity	molecular_function	GO:0008423
1567217	2888	monooxygenase activity	molecular_function	GO:0004497
1567217	3721	iron ion binding	molecular_function	GO:0005506
1567217	4283	electron transport	biological_process	GO:0006118
1567217	12251	heme binding	molecular_function	GO:0020037
1567217	10970	benzoate 4-monooxygenase activity	molecular_function	GO:0018664
1567618	2175	nucleic acid binding	molecular_function	GO:0003676
1567618	3736	ATP binding	molecular_function	GO:0005524
1567618	5716	ATP-dependent helicase activity	molecular_function	GO:0008026
1567618	2792	helicase activity	molecular_function	GO:0004386
1567631	5830	metabolic process	biological_process	GO:0008152
1567631	2508	asparagine synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0004066
1567631	4659	asparagine biosynthetic process	biological_process	GO:0006529
1567632	4642	ubiquitin-dependent protein catabolic process	biological_process	GO:0006511
1567992	5830	metabolic process	biological_process	GO:0008152
1567992	9710	oxidoreductase activity	molecular_function	GO:0016491
1567992	2894	monophenol monooxygenase activity	molecular_function	GO:0004503
1568001	2290	catalytic activity	molecular_function	GO:0003824
1568635	11431	D-ribulokinase activity	molecular_function	GO:0019150
1571021	2233	peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0003755
1571021	2975	cyclophilin	molecular_function	GO:0004600
1571021	12948	FK506-sensitive peptidyl-prolyl cis-trans isomerase	molecular_function	GO:0030051
1571021	17567	cyclophilin-type peptidyl-prolyl cis-trans isomerase activity	molecular_function	GO:0042027
1571961	3200	ubiquitin-protein ligase activity	molecular_function	GO:0004842
1571961	24685	regulation of ubiquitin-protein ligase activity	biological_process	GO:0051438
1571961	24687	regulation of ubiquitin-protein ligase activity during meiotic cell cycle	biological_process	GO:0051440
1571961	24690	positive regulation of ubiquitin-protein ligase activity	biological_process	GO:0051443
1571961	24691	negative regulation of ubiquitin-protein ligase activity	biological_process	GO:0051444
1572239	3229	receptor activity	molecular_function	GO:0004872
1572239	9320	membrane	cellular_component	GO:0016020
1573079	10007	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides	molecular_function	GO:0016812
1573079	2589	dihydroorotase activity	molecular_function	GO:0004151
1573079	12103	pyrimidine base biosynthetic process	biological_process	GO:0019856
1573079	2290	catalytic activity	molecular_function	GO:0003824
1573079	5830	metabolic process	biological_process	GO:0008152
1573270	5939	zinc ion binding	molecular_function	GO:0008270
1573277	5939	zinc ion binding	molecular_function	GO:0008270
1575657	648	sulfonate dioxygenase activity	molecular_function	GO:0000907
1575657	7860	2-oxoglutarate-dependent dioxygenase activity	molecular_function	GO:0010302
1575657	10908	2,4-dichlorophenoxyacetate alpha-ketoglutarate dioxygenase activity	molecular_function	GO:0018602
1575657	12048	procollagen-proline dioxygenase activity	molecular_function	GO:0019798
1575657	19199	DNA-N1-methyladenine dioxygenase activity	molecular_function	GO:0043734
1578268	2756	glutamate-5-semialdehyde dehydrogenase activity	molecular_function	GO:0004350
1578268	4691	proline biosynthetic process	biological_process	GO:0006561
1578268	23920	NADP binding	molecular_function	GO:0050661
1578268	5830	metabolic process	biological_process	GO:0008152
1578268	9710	oxidoreductase activity	molecular_function	GO:0016491
1578270	3727	protein binding	molecular_function	GO:0005515
1578270	5939	zinc ion binding	molecular_function	GO:0008270
1578288	4924	nitrogen compound metabolic process	biological_process	GO:0006807
1578288	10005	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds	molecular_function	GO:0016810
1578288	2405	NAD+ synthase (glutamine-hydrolyzing) activity	molecular_function	GO:0003952
1578288	3736	ATP binding	molecular_function	GO:0005524
1578288	7026	NAD biosynthetic process	biological_process	GO:0009435
1578317	2413	NADPH:quinone reductase activity	molecular_function	GO:0003960
1578335	4639	proteolysis	biological_process	GO:0006508
1578335	5909	metallopeptidase activity	molecular_function	GO:0008237
1578335	9985	hydrolase activity	molecular_function	GO:0016787
1578335	21401	protein dimerization activity	molecular_function	GO:0046983
1578335	2659	Gly-X carboxypeptidase activity	molecular_function	GO:0004226
1578337	2175	nucleic acid binding	molecular_function	GO:0003676
1578337	3827	intracellular	cellular_component	GO:0005622
1578358	62	tRNA binding	molecular_function	GO:0000049
1578358	754	pseudouridine synthesis	biological_process	GO:0001522
1578358	5721	tRNA processing	biological_process	GO:0008033
1578358	9667	tRNA-pseudouridine synthase activity	molecular_function	GO:0016439
1578358	7550	pseudouridine synthase activity	molecular_function	GO:0009982
1578389	2196	transcription factor activity	molecular_function	GO:0003700
1578389	3838	nucleus	cellular_component	GO:0005634
1578389	4504	regulation of transcription, DNA-dependent	biological_process	GO:0006355
