#proteinId	iprId	iprDesc	domainDb	domainId	domainDesc	numHits	domainStarts	domainEnds	score
1479828	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SMART	SM00487	DEAD-like helicases superfamily	1	311,	498,	2.3E-16
1479828	IPR001650	Helicase, C-terminal	SMART	SM00490	helicase superfamily c-terminal domain	1	523,	633,	5.9E-6
1479828	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	325,500,	469,641,	5.54E-33,5.54E-33
1479841	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	61,	327,	1.0E-20
1479841	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	17,	327,	24.556
1479841	IPR002290	Serine/threonine/dual specificity protein kinase, catalytic  domain	SMART	SM00220	Serine/Threonine protein kinases, catalytic domain	1	59,	327,	1.2E-10
1479841	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	1	344,	537,	1.32E-9
1479841	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	60,	335,	1.34E-35
1479857	IPR006115	6-phosphogluconate dehydrogenase, NADP-binding	HMMPfam	PF03446	NAD binding domain of 6-phosphogluconate dehydrogenase	2	24,117,	111,169,	6.3E-7,1.5E-16
1479857	IPR029154	NADP-dependent 3-hydroxyisobutyrate dehydrogenase, NAD-binding domain	HMMPfam	PF14833	NAD-binding of NADP-dependent 3-hydroxyisobutyrate dehydrogenase	1	182,	291,	3.8E-23
1479857	IPR015815	Hydroxy monocarboxylic acid anion dehydrogenase, HIBADH-type	PIRSF	PIRSF000103	\N	1	18,	300,	295.0
1479857	IPR002204	3-hydroxyisobutyrate dehydrogenase-related, conserved site	ProSitePatterns	PS00895	3-hydroxyisobutyrate dehydrogenase signature.	1	28,	41,	-
1479857	IPR008927	6-phosphogluconate dehydrogenase, C-terminal-like	SUPERFAMILY	SSF48179	\N	1	181,	291,	3.51E-24
1479857	\N	\N	SUPERFAMILY	SSF51735	\N	1	25,	169,	1.12E-21
1479915	IPR007125	Histone core	HMMPfam	PF00125	Core histone H2A/H2B/H3/H4	1	53,	120,	2.9E-21
1479915	IPR000558	Histone H2B	PRINTS	PR00621	Histone H2B signature	3	59,78,100,	77,98,117,	7.7E-29,7.7E-29,7.7E-29
1479915	IPR000558	Histone H2B	SMART	SM00427	Histone H2B	1	49,	137,	2.3E-51
1479915	IPR009072	Histone-fold	SUPERFAMILY	SSF47113	\N	1	30,	133,	2.74E-40
1479954	IPR001128	Cytochrome P450	HMMPfam	PF00067	Cytochrome P450	1	72,	467,	1.2E-66
1479954	IPR001128	Cytochrome P450	PRINTS	PR00385	P450 superfamily signature	4	294,347,427,436,	311,358,436,447,	1.3E-9,1.3E-9,1.3E-9,1.3E-9
1479954	IPR002401	Cytochrome P450, E-class, group I	PRINTS	PR00463	E-class P450 group I signature	5	283,303,395,426,436,	300,329,419,436,459,	3.0E-15,3.0E-15,3.0E-15,3.0E-15,3.0E-15
1479954	IPR017972	Cytochrome P450, conserved site	ProSitePatterns	PS00086	Cytochrome P450 cysteine heme-iron ligand signature.	1	429,	438,	-
1479954	IPR001128	Cytochrome P450	SUPERFAMILY	SSF48264	\N	1	70,	500,	1.57E-82
1480018	IPR011992	EF-hand domain pair	HMMPfam	PF13499	EF-hand domain pair	1	29,	127,	2.1E-8
1480018	\N	\N	HMMPfam	PF13833	EF-hand domain pair	1	2,	23,	1.8E-5
1480018	IPR018247	EF-Hand 1, calcium-binding site	ProSitePatterns	PS00018	EF-hand calcium-binding domain.	2	7,37,	19,49,	-,-
1480018	IPR002048	EF-hand domain	ProSiteProfiles	PS50222	EF-hand calcium-binding domain profile.	3	1,24,97,	23,59,132,	6.954,13.23,8.851
1480018	IPR002048	EF-hand domain	SMART	SM00054	EF-hand, calcium binding motif	3	1,28,101,	26,56,131,	4.5,5.0E-4,15.0
1480018	\N	\N	SUPERFAMILY	SSF47473	\N	1	2,	128,	4.8E-33
1480062	IPR004843	Calcineurin-like phosphoesterase domain, apaH type	HMMPfam	PF00149	Calcineurin-like phosphoesterase	2	2,47,	43,168,	8.0E-7,3.2E-13
1480062	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	PRINTS	PR00114	Serine/threonine phosphatase family signature	5	39,74,103,159,181,	63,100,130,179,197,	1.6E-49,1.6E-49,1.6E-49,1.6E-49,1.6E-49
1480062	IPR006186	Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase	SMART	SM00156	Protein phosphatase 2A homologues, catalytic domain.	1	1,	219,	6.7E-82
1480062	IPR029052	Metallo-dependent phosphatase-like	SUPERFAMILY	SSF56300	\N	1	2,	223,	6.72E-82
1480149	IPR001357	BRCT domain	HMMPfam	PF12738	twin BRCT domain	1	293,	354,	8.7E-18
1480149	IPR020478	AT hook-like	PRINTS	PR00929	AT-hook-like domain signature	3	715,819,851,	725,830,861,	3.5E-6,3.5E-6,3.5E-6
1480149	IPR001357	BRCT domain	ProSiteProfiles	PS50172	BRCT domain profile.	2	281,1078,	359,1138,	13.2,9.5
1480149	IPR001357	BRCT domain	SMART	SM00292	breast cancer carboxy-terminal domain	3	48,286,1061,	120,362,1135,	16.0,1.9E-9,0.13
1480149	IPR017956	AT hook, DNA-binding motif	SMART	SM00384	DNA binding domain with preference for A/T rich regions	3	515,715,821,	527,727,833,	0.2,1.3,2.7
1480149	IPR001357	BRCT domain	SUPERFAMILY	SSF52113	\N	3	40,238,1051,	120,367,1138,	4.94E-9,7.24E-23,2.88E-12
1480154	IPR000819	Peptidase M17, leucyl aminopeptidase, C-terminal	HMMPfam	PF00883	Cytosol aminopeptidase family, catalytic domain	2	1,148,	144,294,	2.1E-48,2.2E-42
1480154	IPR011356	Leucine aminopeptidase/peptidase B	PRINTS	PR00481	Cytosol aminopeptidase signature	3	74,96,133,	91,117,154,	8.3E-19,8.3E-19,8.3E-19
1480154	\N	\N	SUPERFAMILY	SSF53187	\N	1	2,	298,	4.71E-91
1480192	IPR001394	Peptidase C19, ubiquitin carboxyl-terminal hydrolase	HMMPfam	PF00443	Ubiquitin carboxyl-terminal hydrolase	1	324,	818,	9.1E-46
1480192	IPR000449	Ubiquitin-associated domain/translation elongation factor EF-Ts, N-terminal	HMMPfam	PF00627	UBA/TS-N domain	2	630,694,	666,729,	9.0E-10,2.2E-11
1480192	IPR001607	Zinc finger, UBP-type	HMMPfam	PF02148	Zn-finger in ubiquitin-hydrolases and other protein	1	197,	269,	1.5E-21
1480192	IPR016652	Ubiquitinyl hydrolase	PIRSF	PIRSF016308	\N	1	2,	822,	805.0
1480192	IPR018200	Ubiquitin specific protease, conserved site	ProSitePatterns	PS00972	Ubiquitin specific protease (USP) domain signature 1.	1	325,	340,	-
1480192	IPR018200	Ubiquitin specific protease, conserved site	ProSitePatterns	PS00973	Ubiquitin specific protease (USP) domain signature 2.	1	763,	781,	-
1480192	IPR015940	Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote	ProSiteProfiles	PS50030	Ubiquitin-associated domain (UBA) profile.	2	628,692,	669,732,	10.788,13.511
1480192	IPR028889	Ubiquitin specific protease domain	ProSiteProfiles	PS50235	Ubiquitin specific protease (USP) domain profile.	1	324,	822,	37.328
1480192	IPR001607	Zinc finger, UBP-type	ProSiteProfiles	PS50271	Zinc finger UBP-type profile.	1	195,	268,	18.926
1480192	IPR015940	Ubiquitin-associated/translation elongation factor EF1B, N-terminal, eukaryote	SMART	SM00165	Ubiquitin associated domain	2	630,694,	668,731,	2.7E-6,2.3E-9
1480192	IPR001607	Zinc finger, UBP-type	SMART	SM00290	Ubiquitin Carboxyl-terminal Hydrolase-like zinc finger	2	26,196,	79,251,	0.0032,2.5E-24
1480192	IPR009060	UBA-like	SUPERFAMILY	SSF46934	\N	1	669,	735,	2.44E-14
1480192	\N	\N	SUPERFAMILY	SSF54001	\N	4	319,419,535,719,	388,506,662,822,	2.55E-79,2.55E-79,2.55E-79,2.55E-79
1480192	\N	\N	SUPERFAMILY	SSF57850	\N	2	2,174,	82,282,	2.12E-14,7.06E-34
1480203	IPR002164	Nucleosome assembly protein (NAP)	HMMPfam	PF00956	Nucleosome assembly protein (NAP)	1	90,	358,	2.3E-77
1480203	\N	\N	SUPERFAMILY	SSF143113	\N	1	68,	383,	1.57E-89
1480279	IPR018626	Protein of unknown function DUF2347	HMMPfam	PF09804	Uncharacterized conserved protein (DUF2347)	1	11,	315,	8.7E-46
1480289	IPR013126	Heat shock protein 70 family	HMMPfam	PF00012	Hsp70 protein	2	22,163,	114,418,	3.7E-16,4.3E-46
1480289	IPR029047	Heat shock protein 70kD, peptide-binding domain	SUPERFAMILY	SSF100920	\N	2	508,581,	547,631,	2.94E-5,2.94E-5
1480289	\N	\N	SUPERFAMILY	SSF53067	\N	3	21,124,246,	97,233,456,	5.18E-34,5.18E-34,2.74E-29
1480343	IPR002893	Zinc finger, MYND-type	HMMPfam	PF01753	MYND finger	1	241,	278,	3.2E-10
1480343	IPR002893	Zinc finger, MYND-type	ProSitePatterns	PS01360	Zinc finger MYND-type signature.	1	241,	278,	-
1480343	IPR002893	Zinc finger, MYND-type	ProSiteProfiles	PS50865	Zinc finger MYND-type profile.	1	241,	278,	11.447
1480343	\N	\N	SUPERFAMILY	SSF144232	\N	1	239,	279,	5.76E-12
1480363	IPR002016	Haem peroxidase, plant/fungal/bacterial	HMMPfam	PF00141	Peroxidase	1	75,	288,	1.1E-25
1480363	IPR024589	Fungal ligninase, C-terminal	HMMPfam	PF11895	Domain of unknown function (DUF3415)	1	291,	355,	8.5E-18
1480363	IPR002016	Haem peroxidase, plant/fungal/bacterial	PRINTS	PR00458	Haem peroxidase superfamily signature	5	73,136,155,200,225,	87,153,167,215,240,	1.3E-12,1.3E-12,1.3E-12,1.3E-12,1.3E-12
1480363	IPR001621	Fungal ligninase	PRINTS	PR00462	Fungal lignin peroxidase family signature	13	34,48,68,93,113,136,154,168,196,219,242,263,297,	47,66,88,112,135,153,167,195,218,241,262,288,322,	1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112,1.0E-112
1480363	IPR019793	Peroxidases heam-ligand binding site	ProSitePatterns	PS00435	Peroxidases proximal heme-ligand signature.	1	200,	210,	-
1480363	IPR002016	Haem peroxidase, plant/fungal/bacterial	ProSiteProfiles	PS50873	Plant heme peroxidase family profile.	1	77,	353,	11.983
1480363	IPR010255	Haem peroxidase	SUPERFAMILY	SSF48113	\N	1	36,	352,	3.68E-87
1480417	IPR009730	Micro-fibrillar-associated protein 1, C-terminal	HMMPfam	PF06991	Splicing factor, Prp19-binding domain	1	122,	366,	6.1E-72
1480499	IPR011545	DEAD/DEAH box helicase domain	HMMPfam	PF00270	DEAD/DEAH box helicase	1	266,	512,	1.9E-18
1480499	IPR001650	Helicase, C-terminal	HMMPfam	PF00271	Helicase conserved C-terminal domain	1	634,	692,	1.5E-11
1480499	IPR014001	Helicase superfamily 1/2, ATP-binding domain	ProSiteProfiles	PS51192	Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile.	1	279,	527,	17.161
1480499	IPR001650	Helicase, C-terminal	ProSiteProfiles	PS51194	Superfamilies 1 and 2 helicase C-terminal domain profile.	1	565,	722,	12.053
1480499	IPR014014	RNA helicase, DEAD-box type, Q motif	ProSiteProfiles	PS51195	DEAD-box RNA helicase Q motif profile.	1	240,	270,	6.955
1480499	IPR014001	Helicase superfamily 1/2, ATP-binding domain	SMART	SM00487	DEAD-like helicases superfamily	1	261,	543,	9.9E-20
1480499	IPR001650	Helicase, C-terminal	SMART	SM00490	helicase superfamily c-terminal domain	1	588,	692,	2.9E-9
1480499	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	4	288,387,451,645,	353,424,618,700,	1.42E-35,1.42E-35,1.42E-35,1.42E-35
1480620	\N	\N	SUPERFAMILY	SSF52047	\N	1	229,	380,	2.31E-6
1480657	IPR013149	Alcohol dehydrogenase, C-terminal	HMMPfam	PF00107	Zinc-binding dehydrogenase	1	160,	230,	7.3E-9
1480657	IPR013154	Alcohol dehydrogenase GroES-like	HMMPfam	PF08240	Alcohol dehydrogenase GroES-like domain	1	3,	109,	2.3E-18
1480657	IPR002328	Alcohol dehydrogenase, zinc-type, conserved site	ProSitePatterns	PS00059	Zinc-containing alcohol dehydrogenases signature.	1	15,	29,	-
1480657	IPR011032	GroES (chaperonin 10)-like	SUPERFAMILY	SSF50129	\N	1	1,	161,	5.86E-38
1480657	\N	\N	SUPERFAMILY	SSF51735	\N	1	126,	315,	1.36E-66
1480672	IPR004148	BAR domain	HMMPfam	PF03114	BAR domain	1	4,	235,	8.6E-42
1480672	IPR001452	SH3 domain	HMMPfam	PF14604	Variant SH3 domain	1	393,	443,	2.2E-14
1480672	IPR001452	SH3 domain	PRINTS	PR00452	SH3 domain signature	4	389,403,422,433,	399,418,431,445,	4.1E-11,4.1E-11,4.1E-11,4.1E-11
1480672	IPR001452	SH3 domain	ProSiteProfiles	PS50002	Src homology 3 (SH3) domain profile.	1	386,	445,	18.821
1480672	IPR004148	BAR domain	ProSiteProfiles	PS51021	BAR domain profile.	1	15,	247,	27.382
1480672	IPR001452	SH3 domain	SMART	SM00326	Src homology 3 domains	1	389,	444,	1.6E-19
1480672	IPR004148	BAR domain	SMART	SM00721	\N	1	3,	243,	2.3E-32
1480672	\N	\N	SUPERFAMILY	SSF103657	\N	2	18,369,	241,375,	2.09E-54,2.09E-54
1480672	IPR001452	SH3 domain	SUPERFAMILY	SSF50044	\N	1	379,	443,	1.17E-22
1480863	IPR001727	Uncharacterised protein family UPF0016	HMMPfam	PF01169	Uncharacterized protein family UPF0016	2	17,175,	91,250,	2.1E-23,1.4E-21
1480863	IPR001727	Uncharacterised protein family UPF0016	ProSitePatterns	PS01214	Uncharacterized protein family UPF0016 signature.	1	27,	36,	-
1480871	IPR018820	Brefeldin A sensitivity protein-related, domain of unknown function DUF2421	HMMPfam	PF10334	Protein of unknown function (DUF2421)	1	1000,	1219,	1.6E-55
1480871	IPR018823	Domain of unknown function DUF2422	HMMPfam	PF10337	Protein of unknown function (DUF2422)	1	141,	692,	2.0E-63
1480871	\N	\N	HMMPfam	PF13515	Fusaric acid resistance protein-like	1	859,	992,	1.3E-8
1480883	IPR001163	Ribonucleoprotein LSM domain	HMMPfam	PF01423	LSM domain	1	29,	92,	1.6E-16
1480883	IPR006649	Ribonucleoprotein LSM domain, eukaryotic/archaea-type	SMART	SM00651	snRNP Sm proteins	1	28,	93,	2.5E-19
1480883	IPR010920	Like-Sm (LSM) domain	SUPERFAMILY	SSF50182	\N	1	26,	93,	5.54E-19
1480915	IPR005103	Glycoside hydrolase, family 61	HMMPfam	PF03443	Glycosyl hydrolase family 61	1	21,	233,	2.6E-55
1480922	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	HMMPfam	PF00644	Poly(ADP-ribose) polymerase catalytic domain	1	451,	670,	9.7E-60
1480922	IPR004102	Poly(ADP-ribose) polymerase, regulatory domain	HMMPfam	PF02877	Poly(ADP-ribose) polymerase, regulatory domain	1	300,	444,	1.9E-34
1480922	IPR008893	WGR domain	HMMPfam	PF05406	WGR domain	1	176,	255,	1.1E-20
1480922	IPR012317	Poly(ADP-ribose) polymerase, catalytic domain	ProSiteProfiles	PS51059	PARP catalytic domain profile.	1	438,	671,	67.101
1480922	IPR004102	Poly(ADP-ribose) polymerase, regulatory domain	ProSiteProfiles	PS51060	PARP alpha-helical domain profile.	1	299,	425,	33.808
1480922	IPR008893	WGR domain	SMART	SM00773	Proposed nucleic acid binding domain	1	178,	258,	1.4E-19
1480922	IPR008893	WGR domain	SUPERFAMILY	SSF142921	\N	1	145,	268,	4.32E-31
1480922	IPR004102	Poly(ADP-ribose) polymerase, regulatory domain	SUPERFAMILY	SSF47587	\N	1	300,	445,	1.11E-32
1480922	\N	\N	SUPERFAMILY	SSF56399	\N	1	452,	670,	2.09E-55
1480931	IPR001806	Small GTPase superfamily	HMMPfam	PF00071	Ras family	1	5,	130,	6.1E-36
1480931	IPR001806	Small GTPase superfamily	PRINTS	PR00449	Transforming protein P21 ras signature	4	4,27,48,116,	25,43,70,129,	8.76E-23,8.76E-23,8.76E-23,8.76E-23
1480931	\N	\N	ProSiteProfiles	PS51419	small GTPase Rab1 family profile.	1	1,	241,	20.478
1480931	IPR020849	Small GTPase superfamily, Ras type	SMART	SM00173	Ras subfamily of RAS small GTPases	1	1,	371,	1.4E-8
1480931	IPR003578	Small GTPase superfamily, Rho type	SMART	SM00174	Rho (Ras homology) subfamily of Ras-like small GTPases	1	6,	371,	7.3E-8
1480931	IPR003579	Small GTPase superfamily, Rab type	SMART	SM00175	Rab subfamily of small GTPases	1	4,	371,	6.5E-36
1480931	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	3,343,	155,377,	3.81E-42,3.81E-42
1480931	IPR005225	Small GTP-binding protein domain	TIGRFAM	TIGR00231	small_GTP: small GTP-binding protein domain	1	1,	129,	1.7E-17
1481024	IPR002735	Translation initiation factor IF2/IF5	HMMPfam	PF01873	Domain found in IF2B/IF5	1	6,	131,	2.3E-42
1481024	IPR003307	W2 domain	HMMPfam	PF02020	eIF4-gamma/eIF5/eIF2-epsilon	1	314,	399,	4.9E-29
1481024	IPR003307	W2 domain	ProSiteProfiles	PS51363	W2 domain profile.	1	243,	398,	30.103
1481024	IPR003307	W2 domain	SMART	SM00515	Domain at the C-termini of GCD6, eIF-2B epsilon, eIF-4 gamma and eIF-5	1	304,	394,	5.5E-33
1481024	IPR002735	Translation initiation factor IF2/IF5	SMART	SM00653	domain present in translation initiation factor eIF2B and eIF5	1	16,	130,	5.6E-60
1481024	IPR016189	Translation initiation factor IF2/IF5, N-terminal	SUPERFAMILY	SSF100966	\N	1	5,	102,	3.01E-25
1481024	IPR016024	Armadillo-type fold	SUPERFAMILY	SSF48371	\N	1	247,	392,	1.5E-29
1481024	IPR016190	Translation initiation factor IF2/IF5, zinc-binding	SUPERFAMILY	SSF75689	\N	1	99,	134,	1.31E-7
1481052	IPR000719	Protein kinase domain	HMMPfam	PF00069	Protein kinase domain	1	444,	546,	1.7E-7
1481052	IPR008266	Tyrosine-protein kinase, active site	ProSitePatterns	PS00109	Tyrosine protein kinases specific active-site signature.	1	467,	479,	-
1481052	IPR000719	Protein kinase domain	ProSiteProfiles	PS50011	Protein kinase domain profile.	1	325,	622,	8.895
1481052	IPR011009	Protein kinase-like domain	SUPERFAMILY	SSF56112	\N	1	443,	546,	1.52E-13
1481651	\N	\N	HMMPfam	PF13450	NAD(P)-binding Rossmann-like domain	1	44,	105,	2.0E-11
1481651	\N	\N	PRINTS	PR00419	Adrenodoxin reductase family signature	2	41,64,	63,77,	6.2E-7,6.2E-7
1481651	\N	\N	SUPERFAMILY	SSF51905	\N	2	42,449,	347,478,	2.78E-24,2.78E-24
1481667	IPR001083	Copper fist DNA-binding	HMMPfam	PF00649	Copper fist DNA binding domain	1	1,	40,	8.6E-21
1481667	IPR001083	Copper fist DNA-binding	PRINTS	PR00617	Copper fist domain signature	3	1,14,27,	13,26,39,	1.4E-11,1.4E-11,1.4E-11
1481667	IPR001083	Copper fist DNA-binding	ProSiteProfiles	PS50073	Copper-fist DNA-binding domain profile.	1	1,	40,	20.813
1481667	IPR001083	Copper fist DNA-binding	SMART	SM00412	Copper-Fist	1	1,	40,	5.9E-21
1481667	\N	\N	SMART	SM01090	\N	1	1,	40,	5.1E-22
1481667	IPR001083	Copper fist DNA-binding	SUPERFAMILY	SSF57879	\N	1	1,	41,	3.14E-16
1481903	IPR002882	LPPG:FO 2-phospho-L-lactate transferase CofD/UPF0052	HMMPfam	PF01933	Uncharacterised protein family UPF0052	1	66,	419,	5.3E-47
1481903	\N	\N	SUPERFAMILY	SSF142338	\N	3	62,194,318,	143,263,489,	5.41E-58,5.41E-58,5.41E-58
1481919	IPR001762	Blood coagulation inhibitor, Disintegrin	HMMPfam	PF00200	Disintegrin	1	574,	650,	2.7E-17
1481919	IPR002870	Peptidase M12B, propeptide	HMMPfam	PF01562	Reprolysin family propeptide	1	64,	118,	2.8E-5
1481919	\N	\N	HMMPfam	PF13688	Metallo-peptidase family M12	1	329,	529,	1.7E-46
1481919	IPR001762	Blood coagulation inhibitor, Disintegrin	ProSiteProfiles	PS50214	Disintegrin domain profile.	1	565,	653,	15.724
1481919	IPR001590	Peptidase M12B, ADAM/reprolysin	ProSiteProfiles	PS50215	ADAM type metalloprotease domain profile.	1	329,	541,	15.769
1481919	IPR001762	Blood coagulation inhibitor, Disintegrin	SMART	SM00050	Homologues of snake disintegrins	1	574,	651,	3.2E-27
1481919	IPR006586	ADAM, cysteine-rich	SMART	SM00608	ADAM Cysteine-Rich Domain	1	652,	737,	0.0016
1481919	\N	\N	SUPERFAMILY	SSF55486	\N	1	326,	543,	4.26E-41
1481919	IPR001762	Blood coagulation inhibitor, Disintegrin	SUPERFAMILY	SSF57552	\N	1	574,	649,	6.41E-16
1481984	IPR019410	Nicotinamide N-methyltransferase-like	HMMPfam	PF10294	Putative methyltransferase	1	161,	312,	1.5E-17
1481984	IPR029063	S-adenosyl-L-methionine-dependent methyltransferase	SUPERFAMILY	SSF53335	\N	1	201,	305,	6.29E-13
1481987	IPR003439	ABC transporter-like	HMMPfam	PF00005	ABC transporter	2	214,537,	386,668,	5.6E-21,2.5E-24
1481987	\N	\N	HMMPfam	PF12848	ABC transporter	1	425,	510,	3.0E-22
1481987	IPR017871	ABC transporter, conserved site	ProSitePatterns	PS00211	ABC transporters family signature.	2	358,640,	372,654,	-,-
1481987	IPR003439	ABC transporter-like	ProSiteProfiles	PS50893	ATP-binding cassette, ABC transporter-type domain profile.	2	198,521,	454,736,	14.873,16.033
1481987	IPR003593	AAA+ ATPase domain	SMART	SM00382	ATPases associated with a variety of cellular activities	2	222,546,	431,713,	3.3E-11,4.1E-9
1481987	IPR027417	P-loop containing nucleoside triphosphate hydrolase	SUPERFAMILY	SSF52540	\N	2	204,501,	436,718,	1.45E-40,4.23E-46
1482054	IPR006597	Sel1-like	HMMPfam	PF08238	Sel1 repeat	3	339,389,423,	365,422,457,	0.0071,7.1E-7,2.8E-7
1482054	IPR006597	Sel1-like	SMART	SM00671	Sel1-like repeats.	3	332,387,423,	367,422,458,	0.27,3.3E-6,7.0E-8
1482054	\N	\N	SUPERFAMILY	SSF81901	\N	1	295,	460,	1.31E-27
1482057	IPR002014	VHS	HMMPfam	PF00790	VHS domain	1	13,	149,	4.1E-41
1482057	IPR000306	FYVE zinc finger	HMMPfam	PF01363	FYVE zinc finger	1	176,	233,	7.6E-17
1482057	IPR017073	Ubiquitin binding protein, Hrs/VPS27	PIRSF	PIRSF036956	\N	1	10,	715,	671.0
1482057	IPR017455	Zinc finger, FYVE-related	ProSiteProfiles	PS50178	Zinc finger FYVE/FYVE-related type profile.	1	173,	233,	12.677
1482057	IPR002014	VHS	ProSiteProfiles	PS50179	VHS domain profile.	1	31,	153,	38.155
1482057	IPR003903	Ubiquitin interacting motif	ProSiteProfiles	PS50330	Ubiquitin-interacting motif (UIM) repeat profile.	2	259,319,	276,338,	8.662,9.954
1482057	IPR000306	FYVE zinc finger	SMART	SM00064	Protein present in Fab1, YOTB, Vac1, and EEA1	1	168,	234,	6.2E-28
1482057	IPR018205	VHS subgroup	SMART	SM00288	Domain present in VPS-27, Hrs and STAM	1	15,	149,	3.2E-57
1482057	IPR003903	Ubiquitin interacting motif	SMART	SM00726	Ubiquitin-interacting motif.	2	257,319,	276,338,	0.19,0.011
1482057	IPR008942	ENTH/VHS	SUPERFAMILY	SSF48464	\N	1	15,	155,	8.77E-45
1482057	IPR011011	Zinc finger, FYVE/PHD-type	SUPERFAMILY	SSF57903	\N	1	173,	234,	2.06E-19
1482063	IPR000722	RNA polymerase, alpha subunit	HMMPfam	PF00623	RNA polymerase Rpb1, domain 2	1	353,	515,	3.8E-68
1482063	IPR007066	RNA polymerase Rpb1, domain 3	HMMPfam	PF04983	RNA polymerase Rpb1, domain 3	1	520,	679,	5.8E-51
1482063	IPR007073	RNA polymerase Rpb1, domain 7	HMMPfam	PF04990	RNA polymerase Rpb1, domain 7	1	1153,	1288,	2.3E-43
1482063	IPR007075	RNA polymerase Rpb1, domain 6	HMMPfam	PF04992	RNA polymerase Rpb1, domain 6	1	883,	1068,	6.9E-68
1482063	IPR007080	RNA polymerase Rpb1, domain 1	HMMPfam	PF04997	RNA polymerase Rpb1, domain 1	1	14,	351,	5.1E-117
1482063	IPR007081	RNA polymerase Rpb1, domain 5	HMMPfam	PF04998	RNA polymerase Rpb1, domain 5	1	817,	1412,	4.5E-105
1482063	IPR007083	RNA polymerase Rpb1, domain 4	HMMPfam	PF05000	RNA polymerase Rpb1, domain 4	1	707,	810,	2.9E-35
1482063	IPR000684	RNA polymerase II, heptapeptide repeat, eukaryotic	ProSitePatterns	PS00115	Eukaryotic RNA polymerase II heptapeptide repeat.	5	1556,1605,1626,1640,1654,	1562,1611,1632,1646,1660,	-,-,-,-,-
1482063	IPR006592	RNA polymerase, N-terminal	SMART	SM00663	RNA polymerase I subunit A N-terminus	1	242,	545,	5.7E-199
1482063	\N	\N	SUPERFAMILY	SSF64484	\N	1	7,	1465,	0.0
1482174	IPR002161	PdxT/SNO family	HMMPfam	PF01174	SNO glutamine amidotransferase family	1	14,	220,	2.7E-48
1482174	IPR002161	PdxT/SNO family	PIRSF	PIRSF005639	\N	1	6,	223,	197.0
1482174	IPR021196	PdxT/SNO family, conserved site	ProSitePatterns	PS01236	PdxT/SNO family family signature.	1	53,	63,	-
1482174	IPR002161	PdxT/SNO family	ProSiteProfiles	PS51130	PdxT/SNO family profile.	1	11,	220,	57.658
1482174	IPR029062	Class I glutamine amidotransferase-like	SUPERFAMILY	SSF52317	\N	1	10,	216,	2.81E-43
1482174	IPR002161	PdxT/SNO family	TIGRFAM	TIGR03800	PLP_synth_Pdx2: pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2	1	12,	216,	1.8E-49
1482547	IPR000196	Ribosomal protein L19/L19e domain	HMMPfam	PF01280	Ribosomal protein L19e	1	2,	149,	8.6E-61
1482547	IPR023638	Ribosomal protein L19/L19e conserved site	ProSitePatterns	PS00526	Ribosomal protein L19e signature.	1	7,	26,	-
1482547	IPR000196	Ribosomal protein L19/L19e domain	SUPERFAMILY	SSF48140	\N	1	3,	144,	1.83E-59
1482565	IPR006840	ChaC-like protein	HMMPfam	PF04752	ChaC-like protein	1	42,	228,	5.9E-52
1482565	IPR013024	Butirosin biosynthesis, BtrG-like	SUPERFAMILY	SSF110857	\N	1	38,	178,	3.14E-6
1482573	IPR001078	2-oxoacid dehydrogenase acyltransferase, catalytic domain	HMMPfam	PF00198	2-oxoacid dehydrogenases acyltransferase (catalytic domain)	1	240,	515,	1.7E-49
1482573	IPR000089	Biotin/lipoyl attachment	HMMPfam	PF00364	Biotin-requiring enzyme	1	36,	108,	4.1E-18
1482573	IPR004167	E3-binding domain	HMMPfam	PF02817	e3 binding domain	1	180,	218,	1.5E-12
1482573	IPR000089	Biotin/lipoyl attachment	ProSiteProfiles	PS50968	Biotinyl/lipoyl domain profile.	1	35,	108,	14.081
1482573	IPR004167	E3-binding domain	SUPERFAMILY	SSF47005	\N	1	175,	220,	4.84E-9
1482573	IPR011053	Single hybrid motif	SUPERFAMILY	SSF51230	\N	1	36,	128,	1.44E-22
1482573	\N	\N	SUPERFAMILY	SSF52777	\N	2	242,320,	287,515,	4.45E-39,4.45E-39
